nome,votos,hora,apurado,proporcao
SORAYA THRONICKE,0.51,22:44:47,99.49,50.7399
FELIPE D&apos;AVILA,0.47,22:44:47,99.49,46.7603
PADRE KELMON,0.07,22:44:47,99.49,6.964300000000001
LÉO PÉRICLES,0.05,22:44:47,99.49,4.9745
SOFIA MANZANO,0.04,22:44:47,99.49,3.9796
VERA,0.02,22:44:47,99.49,1.9898
CONSTITUINTE EYMAEL,0.01,22:44:47,99.49,0.9949
LULA,48.3,22:44:47,99.49,4805.366999999999
JAIR BOLSONARO,43.31,22:44:47,99.49,4308.9119
SIMONE TEBET,4.17,22:44:47,99.49,414.8733
CIRO GOMES,3.05,22:44:47,99.49,303.44449999999995
SORAYA THRONICKE,0.51,22:44:47,99.49,50.7399
FELIPE D&apos;AVILA,0.47,22:44:47,99.49,46.7603
PADRE KELMON,0.07,22:44:47,99.49,6.964300000000001
LÉO PÉRICLES,0.05,22:44:47,99.49,4.9745
SOFIA MANZANO,0.04,22:44:47,99.49,3.9796
VERA,0.02,22:44:47,99.49,1.9898
CONSTITUINTE EYMAEL,0.01,22:44:47,99.49,0.9949
LULA,48.3,22:44:47,99.49,4805.366999999999
JAIR BOLSONARO,43.31,22:44:47,99.49,4308.9119
SIMONE TEBET,4.17,22:44:47,99.49,414.8733
CIRO GOMES,3.05,22:44:47,99.49,303.44449999999995
SORAYA THRONICKE,0.51,22:44:47,99.49,50.7399
FELIPE D&apos;AVILA,0.47,22:44:47,99.49,46.7603
PADRE KELMON,0.07,22:44:47,99.49,6.964300000000001
LÉO PÉRICLES,0.05,22:44:47,99.49,4.9745
SOFIA MANZANO,0.04,22:44:47,99.49,3.9796
VERA,0.02,22:44:47,99.49,1.9898
CONSTITUINTE EYMAEL,0.01,22:44:47,99.49,0.9949
LULA,48.31,22:46:11,99.51,4807.328100000001
JAIR BOLSONARO,43.3,22:46:11,99.51,4308.783
SIMONE TEBET,4.17,22:46:11,99.51,414.9567
CIRO GOMES,3.05,22:46:11,99.51,303.5055
SORAYA THRONICKE,0.51,22:46:11,99.51,50.7501
FELIPE D&apos;AVILA,0.47,22:46:11,99.51,46.7697
PADRE KELMON,0.07,22:46:11,99.51,6.965700000000001
LÉO PÉRICLES,0.05,22:46:11,99.51,4.9755
SOFIA MANZANO,0.04,22:46:11,99.51,3.9804
VERA,0.02,22:46:11,99.51,1.9902
CONSTITUINTE EYMAEL,0.01,22:46:11,99.51,0.9951
LULA,48.31,22:47:07,99.53,4808.2943000000005
JAIR BOLSONARO,43.3,22:47:07,99.53,4309.648999999999
SIMONE TEBET,4.17,22:47:07,99.53,415.0401
CIRO GOMES,3.05,22:47:07,99.53,303.5665
SORAYA THRONICKE,0.51,22:47:07,99.53,50.7603
FELIPE D&apos;AVILA,0.47,22:47:07,99.53,46.7791
PADRE KELMON,0.07,22:47:07,99.53,6.967100000000001
LÉO PÉRICLES,0.05,22:47:07,99.53,4.976500000000001
SOFIA MANZANO,0.04,22:47:07,99.53,3.9812
VERA,0.02,22:47:07,99.53,1.9906
CONSTITUINTE EYMAEL,0.01,22:47:07,99.53,0.9953
LULA,48.31,22:47:07,99.53,4808.2943000000005
JAIR BOLSONARO,43.3,22:47:07,99.53,4309.648999999999
SIMONE TEBET,4.17,22:47:07,99.53,415.0401
CIRO GOMES,3.05,22:47:07,99.53,303.5665
SORAYA THRONICKE,0.51,22:47:07,99.53,50.7603
FELIPE D&apos;AVILA,0.47,22:47:07,99.53,46.7791
PADRE KELMON,0.07,22:47:07,99.53,6.967100000000001
LÉO PÉRICLES,0.05,22:47:07,99.53,4.976500000000001
SOFIA MANZANO,0.04,22:47:07,99.53,3.9812
VERA,0.02,22:47:07,99.53,1.9906
CONSTITUINTE EYMAEL,0.01,22:47:07,99.53,0.9953
LULA,48.31,22:48:07,99.54,4808.777400000001
JAIR BOLSONARO,43.3,22:48:07,99.54,4310.082
SIMONE TEBET,4.17,22:48:07,99.54,415.0818
CIRO GOMES,3.05,22:48:07,99.54,303.597
SORAYA THRONICKE,0.51,22:48:07,99.54,50.76540000000001
FELIPE D&apos;AVILA,0.47,22:48:07,99.54,46.7838
PADRE KELMON,0.07,22:48:07,99.54,6.967800000000001
LÉO PÉRICLES,0.05,22:48:07,99.54,4.977
SOFIA MANZANO,0.04,22:48:07,99.54,3.9816
VERA,0.02,22:48:07,99.54,1.9908
CONSTITUINTE EYMAEL,0.01,22:48:07,99.54,0.9954
LULA,48.31,22:48:07,99.54,4808.777400000001
JAIR BOLSONARO,43.3,22:48:07,99.54,4310.082
SIMONE TEBET,4.17,22:48:07,99.54,415.0818
CIRO GOMES,3.05,22:48:07,99.54,303.597
SORAYA THRONICKE,0.51,22:48:07,99.54,50.76540000000001
FELIPE D&apos;AVILA,0.47,22:48:07,99.54,46.7838
PADRE KELMON,0.07,22:48:07,99.54,6.967800000000001
LÉO PÉRICLES,0.05,22:48:07,99.54,4.977
SOFIA MANZANO,0.04,22:48:07,99.54,3.9816
VERA,0.02,22:48:07,99.54,1.9908
CONSTITUINTE EYMAEL,0.01,22:48:07,99.54,0.9954
LULA,48.31,22:48:07,99.54,4808.777400000001
JAIR BOLSONARO,43.3,22:48:07,99.54,4310.082
SIMONE TEBET,4.17,22:48:07,99.54,415.0818
CIRO GOMES,3.05,22:48:07,99.54,303.597
SORAYA THRONICKE,0.51,22:48:07,99.54,50.76540000000001
FELIPE D&apos;AVILA,0.47,22:48:07,99.54,46.7838
PADRE KELMON,0.07,22:48:07,99.54,6.967800000000001
LÉO PÉRICLES,0.05,22:48:07,99.54,4.977
SOFIA MANZANO,0.04,22:48:07,99.54,3.9816
VERA,0.02,22:48:07,99.54,1.9908
CONSTITUINTE EYMAEL,0.01,22:48:07,99.54,0.9954
LULA,48.31,22:49:17,99.55,4809.2605
JAIR BOLSONARO,43.3,22:49:17,99.55,4310.514999999999
SIMONE TEBET,4.17,22:49:17,99.55,415.1235
CIRO GOMES,3.05,22:49:17,99.55,303.6275
SORAYA THRONICKE,0.51,22:49:17,99.55,50.7705
FELIPE D&apos;AVILA,0.47,22:49:17,99.55,46.7885
PADRE KELMON,0.07,22:49:17,99.55,6.968500000000001
LÉO PÉRICLES,0.05,22:49:17,99.55,4.9775
SOFIA MANZANO,0.04,22:49:17,99.55,3.982
VERA,0.02,22:49:17,99.55,1.991
CONSTITUINTE EYMAEL,0.01,22:49:17,99.55,0.9955
LULA,48.31,22:49:17,99.55,4809.2605
JAIR BOLSONARO,43.3,22:49:17,99.55,4310.514999999999
SIMONE TEBET,4.17,22:49:17,99.55,415.1235
CIRO GOMES,3.05,22:49:17,99.55,303.6275
SORAYA THRONICKE,0.51,22:49:17,99.55,50.7705
FELIPE D&apos;AVILA,0.47,22:49:17,99.55,46.7885
PADRE KELMON,0.07,22:49:17,99.55,6.968500000000001
LÉO PÉRICLES,0.05,22:49:17,99.55,4.9775
SOFIA MANZANO,0.04,22:49:17,99.55,3.982
VERA,0.02,22:49:17,99.55,1.991
CONSTITUINTE EYMAEL,0.01,22:49:17,99.55,0.9955
LULA,48.31,22:49:17,99.55,4809.2605
JAIR BOLSONARO,43.3,22:49:17,99.55,4310.514999999999
SIMONE TEBET,4.17,22:49:17,99.55,415.1235
CIRO GOMES,3.05,22:49:17,99.55,303.6275
SORAYA THRONICKE,0.51,22:49:17,99.55,50.7705
FELIPE D&apos;AVILA,0.47,22:49:17,99.55,46.7885
PADRE KELMON,0.07,22:49:17,99.55,6.968500000000001
LÉO PÉRICLES,0.05,22:49:17,99.55,4.9775
SOFIA MANZANO,0.04,22:49:17,99.55,3.982
VERA,0.02,22:49:17,99.55,1.991
CONSTITUINTE EYMAEL,0.01,22:49:17,99.55,0.9955
LULA,48.32,22:50:17,99.56,4810.7392
JAIR BOLSONARO,43.3,22:50:17,99.56,4310.947999999999
SIMONE TEBET,4.17,22:50:17,99.56,415.1652
CIRO GOMES,3.05,22:50:17,99.56,303.658
SORAYA THRONICKE,0.51,22:50:17,99.56,50.7756
FELIPE D&apos;AVILA,0.47,22:50:17,99.56,46.7932
PADRE KELMON,0.07,22:50:17,99.56,6.969200000000001
LÉO PÉRICLES,0.05,22:50:17,99.56,4.978000000000001
SOFIA MANZANO,0.04,22:50:17,99.56,3.9824
VERA,0.02,22:50:17,99.56,1.9912
CONSTITUINTE EYMAEL,0.01,22:50:17,99.56,0.9956
LULA,48.32,22:50:17,99.56,4810.7392
JAIR BOLSONARO,43.3,22:50:17,99.56,4310.947999999999
SIMONE TEBET,4.17,22:50:17,99.56,415.1652
CIRO GOMES,3.05,22:50:17,99.56,303.658
SORAYA THRONICKE,0.51,22:50:17,99.56,50.7756
FELIPE D&apos;AVILA,0.47,22:50:17,99.56,46.7932
PADRE KELMON,0.07,22:50:17,99.56,6.969200000000001
LÉO PÉRICLES,0.05,22:50:17,99.56,4.978000000000001
SOFIA MANZANO,0.04,22:50:17,99.56,3.9824
VERA,0.02,22:50:17,99.56,1.9912
CONSTITUINTE EYMAEL,0.01,22:50:17,99.56,0.9956
LULA,48.32,22:51:27,99.57,4811.2224
JAIR BOLSONARO,43.29,22:51:27,99.57,4310.3853
SIMONE TEBET,4.17,22:51:27,99.57,415.2069
CIRO GOMES,3.05,22:51:27,99.57,303.6885
SORAYA THRONICKE,0.51,22:51:27,99.57,50.7807
FELIPE D&apos;AVILA,0.47,22:51:27,99.57,46.79789999999999
PADRE KELMON,0.07,22:51:27,99.57,6.9699
LÉO PÉRICLES,0.05,22:51:27,99.57,4.9785
SOFIA MANZANO,0.04,22:51:27,99.57,3.9828
VERA,0.02,22:51:27,99.57,1.9914
CONSTITUINTE EYMAEL,0.01,22:51:27,99.57,0.9957
LULA,48.32,22:51:27,99.57,4811.2224
JAIR BOLSONARO,43.29,22:51:27,99.57,4310.3853
SIMONE TEBET,4.17,22:51:27,99.57,415.2069
CIRO GOMES,3.05,22:51:27,99.57,303.6885
SORAYA THRONICKE,0.51,22:51:27,99.57,50.7807
FELIPE D&apos;AVILA,0.47,22:51:27,99.57,46.79789999999999
PADRE KELMON,0.07,22:51:27,99.57,6.9699
LÉO PÉRICLES,0.05,22:51:27,99.57,4.9785
SOFIA MANZANO,0.04,22:51:27,99.57,3.9828
VERA,0.02,22:51:27,99.57,1.9914
CONSTITUINTE EYMAEL,0.01,22:51:27,99.57,0.9957
LULA,48.32,22:52:48,99.58,4811.7056
JAIR BOLSONARO,43.29,22:52:48,99.58,4310.8182
SIMONE TEBET,4.17,22:52:48,99.58,415.2486
CIRO GOMES,3.05,22:52:48,99.58,303.719
SORAYA THRONICKE,0.51,22:52:48,99.58,50.7858
FELIPE D&apos;AVILA,0.47,22:52:48,99.58,46.8026
PADRE KELMON,0.07,22:52:48,99.58,6.9706
LÉO PÉRICLES,0.05,22:52:48,99.58,4.979
SOFIA MANZANO,0.04,22:52:48,99.58,3.9832
VERA,0.02,22:52:48,99.58,1.9916
CONSTITUINTE EYMAEL,0.01,22:52:48,99.58,0.9958
LULA,48.32,22:52:48,99.58,4811.7056
JAIR BOLSONARO,43.29,22:52:48,99.58,4310.8182
SIMONE TEBET,4.17,22:52:48,99.58,415.2486
CIRO GOMES,3.05,22:52:48,99.58,303.719
SORAYA THRONICKE,0.51,22:52:48,99.58,50.7858
FELIPE D&apos;AVILA,0.47,22:52:48,99.58,46.8026
PADRE KELMON,0.07,22:52:48,99.58,6.9706
LÉO PÉRICLES,0.05,22:52:48,99.58,4.979
SOFIA MANZANO,0.04,22:52:48,99.58,3.9832
VERA,0.02,22:52:48,99.58,1.9916
CONSTITUINTE EYMAEL,0.01,22:52:48,99.58,0.9958
LULA,48.32,22:53:37,99.59,4812.1888
JAIR BOLSONARO,43.29,22:53:37,99.59,4311.2511
SIMONE TEBET,4.17,22:53:37,99.59,415.2903
CIRO GOMES,3.05,22:53:37,99.59,303.7495
SORAYA THRONICKE,0.51,22:53:37,99.59,50.7909
FELIPE D&apos;AVILA,0.47,22:53:37,99.59,46.8073
PADRE KELMON,0.07,22:53:37,99.59,6.971300000000001
LÉO PÉRICLES,0.05,22:53:37,99.59,4.979500000000001
SOFIA MANZANO,0.04,22:53:37,99.59,3.9836
VERA,0.02,22:53:37,99.59,1.9918
CONSTITUINTE EYMAEL,0.01,22:53:37,99.59,0.9959
LULA,48.32,22:54:37,99.6,4812.672
JAIR BOLSONARO,43.29,22:54:37,99.6,4311.683999999999
SIMONE TEBET,4.17,22:54:37,99.6,415.332
CIRO GOMES,3.05,22:54:37,99.6,303.78
SORAYA THRONICKE,0.51,22:54:37,99.6,50.796
FELIPE D&apos;AVILA,0.47,22:54:37,99.6,46.812
PADRE KELMON,0.07,22:54:37,99.6,6.972
LÉO PÉRICLES,0.05,22:54:37,99.6,4.98
SOFIA MANZANO,0.04,22:54:37,99.6,3.984
VERA,0.02,22:54:37,99.6,1.992
CONSTITUINTE EYMAEL,0.01,22:54:37,99.6,0.996
LULA,48.32,22:54:37,99.6,4812.672
JAIR BOLSONARO,43.29,22:54:37,99.6,4311.683999999999
SIMONE TEBET,4.17,22:54:37,99.6,415.332
CIRO GOMES,3.05,22:54:37,99.6,303.78
SORAYA THRONICKE,0.51,22:54:37,99.6,50.796
FELIPE D&apos;AVILA,0.47,22:54:37,99.6,46.812
PADRE KELMON,0.07,22:54:37,99.6,6.972
LÉO PÉRICLES,0.05,22:54:37,99.6,4.98
SOFIA MANZANO,0.04,22:54:37,99.6,3.984
VERA,0.02,22:54:37,99.6,1.992
CONSTITUINTE EYMAEL,0.01,22:54:37,99.6,0.996
LULA,48.32,22:54:37,99.6,4812.672
JAIR BOLSONARO,43.29,22:54:37,99.6,4311.683999999999
SIMONE TEBET,4.17,22:54:37,99.6,415.332
CIRO GOMES,3.05,22:54:37,99.6,303.78
SORAYA THRONICKE,0.51,22:54:37,99.6,50.796
FELIPE D&apos;AVILA,0.47,22:54:37,99.6,46.812
PADRE KELMON,0.07,22:54:37,99.6,6.972
LÉO PÉRICLES,0.05,22:54:37,99.6,4.98
SOFIA MANZANO,0.04,22:54:37,99.6,3.984
VERA,0.02,22:54:37,99.6,1.992
CONSTITUINTE EYMAEL,0.01,22:54:37,99.6,0.996
LULA,48.33,22:55:47,99.61,4814.1513
JAIR BOLSONARO,43.29,22:55:47,99.61,4312.1169
SIMONE TEBET,4.17,22:55:47,99.61,415.3737
CIRO GOMES,3.05,22:55:47,99.61,303.8105
SORAYA THRONICKE,0.51,22:55:47,99.61,50.8011
FELIPE D&apos;AVILA,0.47,22:55:47,99.61,46.8167
PADRE KELMON,0.07,22:55:47,99.61,6.972700000000001
LÉO PÉRICLES,0.05,22:55:47,99.61,4.9805
SOFIA MANZANO,0.04,22:55:47,99.61,3.9844
VERA,0.02,22:55:47,99.61,1.9922
CONSTITUINTE EYMAEL,0.01,22:55:47,99.61,0.9961
LULA,48.33,22:55:47,99.61,4814.1513
JAIR BOLSONARO,43.29,22:55:47,99.61,4312.1169
SIMONE TEBET,4.17,22:55:47,99.61,415.3737
CIRO GOMES,3.05,22:55:47,99.61,303.8105
SORAYA THRONICKE,0.51,22:55:47,99.61,50.8011
FELIPE D&apos;AVILA,0.47,22:55:47,99.61,46.8167
PADRE KELMON,0.07,22:55:47,99.61,6.972700000000001
LÉO PÉRICLES,0.05,22:55:47,99.61,4.9805
SOFIA MANZANO,0.04,22:55:47,99.61,3.9844
VERA,0.02,22:55:47,99.61,1.9922
CONSTITUINTE EYMAEL,0.01,22:55:47,99.61,0.9961
LULA,48.33,22:55:47,99.61,4814.1513
JAIR BOLSONARO,43.29,22:55:47,99.61,4312.1169
SIMONE TEBET,4.17,22:55:47,99.61,415.3737
CIRO GOMES,3.05,22:55:47,99.61,303.8105
SORAYA THRONICKE,0.51,22:55:47,99.61,50.8011
FELIPE D&apos;AVILA,0.47,22:55:47,99.61,46.8167
PADRE KELMON,0.07,22:55:47,99.61,6.972700000000001
LÉO PÉRICLES,0.05,22:55:47,99.61,4.9805
SOFIA MANZANO,0.04,22:55:47,99.61,3.9844
VERA,0.02,22:55:47,99.61,1.9922
CONSTITUINTE EYMAEL,0.01,22:55:47,99.61,0.9961
LULA,48.33,22:56:47,99.62,4814.6346
JAIR BOLSONARO,43.28,22:56:47,99.62,4311.5536
SIMONE TEBET,4.17,22:56:47,99.62,415.4154
CIRO GOMES,3.05,22:56:47,99.62,303.841
SORAYA THRONICKE,0.51,22:56:47,99.62,50.8062
FELIPE D&apos;AVILA,0.47,22:56:47,99.62,46.8214
PADRE KELMON,0.07,22:56:47,99.62,6.973400000000001
LÉO PÉRICLES,0.05,22:56:47,99.62,4.981000000000001
SOFIA MANZANO,0.04,22:56:47,99.62,3.9848
VERA,0.02,22:56:47,99.62,1.9924
CONSTITUINTE EYMAEL,0.01,22:56:47,99.62,0.9962
LULA,48.33,22:56:47,99.62,4814.6346
JAIR BOLSONARO,43.28,22:56:47,99.62,4311.5536
SIMONE TEBET,4.17,22:56:47,99.62,415.4154
CIRO GOMES,3.05,22:56:47,99.62,303.841
SORAYA THRONICKE,0.51,22:56:47,99.62,50.8062
FELIPE D&apos;AVILA,0.47,22:56:47,99.62,46.8214
PADRE KELMON,0.07,22:56:47,99.62,6.973400000000001
LÉO PÉRICLES,0.05,22:56:47,99.62,4.981000000000001
SOFIA MANZANO,0.04,22:56:47,99.62,3.9848
VERA,0.02,22:56:47,99.62,1.9924
CONSTITUINTE EYMAEL,0.01,22:56:47,99.62,0.9962
LULA,48.33,22:58:11,99.63,4815.117899999999
JAIR BOLSONARO,43.28,22:58:11,99.63,4311.9864
SIMONE TEBET,4.17,22:58:11,99.63,415.4571
CIRO GOMES,3.05,22:58:11,99.63,303.8715
SORAYA THRONICKE,0.51,22:58:11,99.63,50.8113
FELIPE D&apos;AVILA,0.47,22:58:11,99.63,46.8261
PADRE KELMON,0.07,22:58:11,99.63,6.9741
LÉO PÉRICLES,0.05,22:58:11,99.63,4.9815000000000005
SOFIA MANZANO,0.04,22:58:11,99.63,3.9852
VERA,0.02,22:58:11,99.63,1.9926
CONSTITUINTE EYMAEL,0.01,22:58:11,99.63,0.9963
LULA,48.33,22:58:11,99.63,4815.117899999999
JAIR BOLSONARO,43.28,22:58:11,99.63,4311.9864
SIMONE TEBET,4.17,22:58:11,99.63,415.4571
CIRO GOMES,3.05,22:58:11,99.63,303.8715
SORAYA THRONICKE,0.51,22:58:11,99.63,50.8113
FELIPE D&apos;AVILA,0.47,22:58:11,99.63,46.8261
PADRE KELMON,0.07,22:58:11,99.63,6.9741
LÉO PÉRICLES,0.05,22:58:11,99.63,4.9815000000000005
SOFIA MANZANO,0.04,22:58:11,99.63,3.9852
VERA,0.02,22:58:11,99.63,1.9926
CONSTITUINTE EYMAEL,0.01,22:58:11,99.63,0.9963
LULA,48.33,22:59:08,99.63,4815.117899999999
JAIR BOLSONARO,43.28,22:59:08,99.63,4311.9864
SIMONE TEBET,4.17,22:59:08,99.63,415.4571
CIRO GOMES,3.05,22:59:08,99.63,303.8715
SORAYA THRONICKE,0.51,22:59:08,99.63,50.8113
FELIPE D&apos;AVILA,0.47,22:59:08,99.63,46.8261
PADRE KELMON,0.07,22:59:08,99.63,6.9741
LÉO PÉRICLES,0.05,22:59:08,99.63,4.9815000000000005
SOFIA MANZANO,0.04,22:59:08,99.63,3.9852
VERA,0.02,22:59:08,99.63,1.9926
CONSTITUINTE EYMAEL,0.01,22:59:08,99.63,0.9963
LULA,48.33,22:59:08,99.63,4815.117899999999
JAIR BOLSONARO,43.28,22:59:08,99.63,4311.9864
SIMONE TEBET,4.17,22:59:08,99.63,415.4571
CIRO GOMES,3.05,22:59:08,99.63,303.8715
SORAYA THRONICKE,0.51,22:59:08,99.63,50.8113
FELIPE D&apos;AVILA,0.47,22:59:08,99.63,46.8261
PADRE KELMON,0.07,22:59:08,99.63,6.9741
LÉO PÉRICLES,0.05,22:59:08,99.63,4.9815000000000005
SOFIA MANZANO,0.04,22:59:08,99.63,3.9852
VERA,0.02,22:59:08,99.63,1.9926
CONSTITUINTE EYMAEL,0.01,22:59:08,99.63,0.9963
LULA,48.34,23:00:11,99.64,4816.5976
JAIR BOLSONARO,43.28,23:00:11,99.64,4312.4192
SIMONE TEBET,4.17,23:00:11,99.64,415.4988
CIRO GOMES,3.05,23:00:11,99.64,303.902
SORAYA THRONICKE,0.51,23:00:11,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:00:11,99.64,46.8308
PADRE KELMON,0.07,23:00:11,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:00:11,99.64,4.982
SOFIA MANZANO,0.04,23:00:11,99.64,3.9856
VERA,0.02,23:00:11,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:00:11,99.64,0.9964
LULA,48.34,23:00:11,99.64,4816.5976
JAIR BOLSONARO,43.28,23:00:11,99.64,4312.4192
SIMONE TEBET,4.17,23:00:11,99.64,415.4988
CIRO GOMES,3.05,23:00:11,99.64,303.902
SORAYA THRONICKE,0.51,23:00:11,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:00:11,99.64,46.8308
PADRE KELMON,0.07,23:00:11,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:00:11,99.64,4.982
SOFIA MANZANO,0.04,23:00:11,99.64,3.9856
VERA,0.02,23:00:11,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:00:11,99.64,0.9964
LULA,48.34,23:01:24,99.64,4816.5976
JAIR BOLSONARO,43.28,23:01:24,99.64,4312.4192
SIMONE TEBET,4.17,23:01:24,99.64,415.4988
CIRO GOMES,3.05,23:01:24,99.64,303.902
SORAYA THRONICKE,0.51,23:01:24,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:01:24,99.64,46.8308
PADRE KELMON,0.07,23:01:24,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:01:24,99.64,4.982
SOFIA MANZANO,0.04,23:01:24,99.64,3.9856
VERA,0.02,23:01:24,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:01:24,99.64,0.9964
LULA,48.34,23:02:17,99.64,4816.5976
JAIR BOLSONARO,43.28,23:02:17,99.64,4312.4192
SIMONE TEBET,4.17,23:02:17,99.64,415.4988
CIRO GOMES,3.05,23:02:17,99.64,303.902
SORAYA THRONICKE,0.51,23:02:17,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:02:17,99.64,46.8308
PADRE KELMON,0.07,23:02:17,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:02:17,99.64,4.982
SOFIA MANZANO,0.04,23:02:17,99.64,3.9856
VERA,0.02,23:02:17,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:02:17,99.64,0.9964
LULA,48.34,23:02:17,99.64,4816.5976
JAIR BOLSONARO,43.28,23:02:17,99.64,4312.4192
SIMONE TEBET,4.17,23:02:17,99.64,415.4988
CIRO GOMES,3.05,23:02:17,99.64,303.902
SORAYA THRONICKE,0.51,23:02:17,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:02:17,99.64,46.8308
PADRE KELMON,0.07,23:02:17,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:02:17,99.64,4.982
SOFIA MANZANO,0.04,23:02:17,99.64,3.9856
VERA,0.02,23:02:17,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:02:17,99.64,0.9964
LULA,48.34,23:02:17,99.64,4816.5976
JAIR BOLSONARO,43.28,23:02:17,99.64,4312.4192
SIMONE TEBET,4.17,23:02:17,99.64,415.4988
CIRO GOMES,3.05,23:02:17,99.64,303.902
SORAYA THRONICKE,0.51,23:02:17,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:02:17,99.64,46.8308
PADRE KELMON,0.07,23:02:17,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:02:17,99.64,4.982
SOFIA MANZANO,0.04,23:02:17,99.64,3.9856
VERA,0.02,23:02:17,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:02:17,99.64,0.9964
LULA,48.34,23:02:17,99.64,4816.5976
JAIR BOLSONARO,43.28,23:02:17,99.64,4312.4192
SIMONE TEBET,4.17,23:02:17,99.64,415.4988
CIRO GOMES,3.05,23:02:17,99.64,303.902
SORAYA THRONICKE,0.51,23:02:17,99.64,50.8164
FELIPE D&apos;AVILA,0.47,23:02:17,99.64,46.8308
PADRE KELMON,0.07,23:02:17,99.64,6.974800000000001
LÉO PÉRICLES,0.05,23:02:17,99.64,4.982
SOFIA MANZANO,0.04,23:02:17,99.64,3.9856
VERA,0.02,23:02:17,99.64,1.9928
CONSTITUINTE EYMAEL,0.01,23:02:17,99.64,0.9964
LULA,48.34,23:03:27,99.65,4817.081000000001
JAIR BOLSONARO,43.27,23:03:27,99.65,4311.855500000001
SIMONE TEBET,4.17,23:03:27,99.65,415.5405
CIRO GOMES,3.05,23:03:27,99.65,303.9325
SORAYA THRONICKE,0.51,23:03:27,99.65,50.8215
FELIPE D&apos;AVILA,0.47,23:03:27,99.65,46.8355
PADRE KELMON,0.07,23:03:27,99.65,6.975500000000001
LÉO PÉRICLES,0.05,23:03:27,99.65,4.982500000000001
SOFIA MANZANO,0.04,23:03:27,99.65,3.986
VERA,0.02,23:03:27,99.65,1.993
CONSTITUINTE EYMAEL,0.01,23:03:27,99.65,0.9965
LULA,48.34,23:03:27,99.65,4817.081000000001
JAIR BOLSONARO,43.27,23:03:27,99.65,4311.855500000001
SIMONE TEBET,4.17,23:03:27,99.65,415.5405
CIRO GOMES,3.05,23:03:27,99.65,303.9325
SORAYA THRONICKE,0.51,23:03:27,99.65,50.8215
FELIPE D&apos;AVILA,0.47,23:03:27,99.65,46.8355
PADRE KELMON,0.07,23:03:27,99.65,6.975500000000001
LÉO PÉRICLES,0.05,23:03:27,99.65,4.982500000000001
SOFIA MANZANO,0.04,23:03:27,99.65,3.986
VERA,0.02,23:03:27,99.65,1.993
CONSTITUINTE EYMAEL,0.01,23:03:27,99.65,0.9965
LULA,48.34,23:04:37,99.67,4818.0478
JAIR BOLSONARO,43.27,23:04:37,99.67,4312.7209
SIMONE TEBET,4.17,23:04:37,99.67,415.6239
CIRO GOMES,3.05,23:04:37,99.67,303.9935
SORAYA THRONICKE,0.51,23:04:37,99.67,50.831700000000005
FELIPE D&apos;AVILA,0.47,23:04:37,99.67,46.8449
PADRE KELMON,0.07,23:04:37,99.67,6.9769000000000005
LÉO PÉRICLES,0.05,23:04:37,99.67,4.9835
SOFIA MANZANO,0.04,23:04:37,99.67,3.9868
VERA,0.02,23:04:37,99.67,1.9934
CONSTITUINTE EYMAEL,0.01,23:04:37,99.67,0.9967
LULA,48.34,23:04:37,99.67,4818.0478
JAIR BOLSONARO,43.27,23:04:37,99.67,4312.7209
SIMONE TEBET,4.17,23:04:37,99.67,415.6239
CIRO GOMES,3.05,23:04:37,99.67,303.9935
SORAYA THRONICKE,0.51,23:04:37,99.67,50.831700000000005
FELIPE D&apos;AVILA,0.47,23:04:37,99.67,46.8449
PADRE KELMON,0.07,23:04:37,99.67,6.9769000000000005
LÉO PÉRICLES,0.05,23:04:37,99.67,4.9835
SOFIA MANZANO,0.04,23:04:37,99.67,3.9868
VERA,0.02,23:04:37,99.67,1.9934
CONSTITUINTE EYMAEL,0.01,23:04:37,99.67,0.9967
LULA,48.34,23:05:41,99.67,4818.0478
JAIR BOLSONARO,43.27,23:05:41,99.67,4312.7209
SIMONE TEBET,4.17,23:05:41,99.67,415.6239
CIRO GOMES,3.05,23:05:41,99.67,303.9935
SORAYA THRONICKE,0.51,23:05:41,99.67,50.831700000000005
FELIPE D&apos;AVILA,0.47,23:05:41,99.67,46.8449
PADRE KELMON,0.07,23:05:41,99.67,6.9769000000000005
LÉO PÉRICLES,0.05,23:05:41,99.67,4.9835
SOFIA MANZANO,0.04,23:05:41,99.67,3.9868
VERA,0.02,23:05:41,99.67,1.9934
